学校id,学校名称,学校层次,学校类型,所处地区,招生办电话,招生办官网
1154,钟山职业技术学院,专科（高职）,理工类,江苏,"025-84361515,025-84358712",http://zs.zscollege.com/
1155,扬州工业职业技术学院,专科（高职）,理工类,江苏,"400-860-1392,0514-87433178,0514-87433188",http://zjc.ypi.edu.cn/
1156,郑州铁路职业技术学院,专科（高职）,综合类,河南,"0371-66993105,0371-66901341",https://www.zzrvtc.edu.cn/zsjyc/
1157,武昌理工学院,普通本科,综合类,湖北,"027-81652828,027-81652829,027-81652037",http://zs.wut.edu.cn/
1158,湖北医药学院药护学院,普通本科,医药类,湖北,0719-8875333,http://yhgj.hbmu.edu.cn/zs.htm
1159,武汉东湖学院,普通本科,综合类,湖北,027-81931188,http://www.wdu.edu.cn/zsjy/
1160,中国人民解放军空军预警学院,普通本科,军事类,湖北江岸区,"027-85965235,85965225,85990220",
1161,商丘工学院,普通本科,理工类,河南,0370-3020999,http://www.sqgxy.edu.cn/Html/zhaoshengxinxi/
1162,湖北交通职业技术学院,专科（高职）,理工类,湖北,"027-87563713,027-87563702,027-87590771",http://www.hbctc.edu.cn/zsjy1.htm
1163,内蒙古电子信息职业技术学院,专科（高职）,理工类,内蒙古,"0471-4909833,0471-4909819",http://www.imeic.cn
1164,内蒙古商贸职业学院,专科（高职）,财经类,内蒙古,0471-5279864,http://www.nmgsmxyzs.com/
1165,菏泽医学专科学校,专科（高职）,医药类,山东成武县,"0530-5925820,0530-5925823",http://www.hzmc.edu.cn/zsb/
1166,辽宁理工学院,普通本科,综合类,辽宁,"0416-7980195,0416-7980109",http://www.lise.edu.cn/zhaosheng/index.php
1167,保定理工学院,普通本科,其他,河北莲池区,"0312-2165166,0312-2195555",http://www.cuggw.com/html/news_1931.html
1168,青岛酒店管理职业技术学院,专科（高职）,其他,山东,"0532-86051513,0532-86051512,0532-86051666",http://zsxx.qchm.edu.cn/
1169,武汉学院,普通本科,财经类,湖北,"027-81299991,027-81299999",http://zs.whxy.edu.cn
1170,宿迁学院,普通本科,综合类,江苏,"0527-96889666,0527-84202305",http://zb.sqc.edu.cn/
1171,常州信息职业技术学院,专科（高职）,理工类,江苏,"0519-86338038,0519-86338338",http://zjczs.ccit.js.cn/
1172,濮阳职业技术学院,专科（高职）,理工类,河南,"0393-4677777,0393-4677100,0393-4677829",http://zs.pyvtc.cn
1176,武汉城市学院,普通本科,理工类,湖北洪山区,"027-86490576,027-86490575",http://www.city.wust.edu.cn/zsw/index.aspx
1177,成都纺织高等专科学校,专科（高职）,理工类,四川,"028-86080753,028-87843209,028-87846405",http://zs.cdtc.edu.cn
1178,洛阳理工学院,普通本科,理工类,河南,0379-65928777,http://zs.lit.edu.cn/
1179,三江学院,普通本科,综合类,江苏玄武区,025-52897064,http://zsb.sju.edu.cn
1180,宿州学院,普通本科,综合类,安徽,"0557-2875361,0557-2871081,0557-3685022",http://www.ahszu.edu.cn/zs/
1181,苏州职业大学,专科（高职）,理工类,江苏吴中区,"0512-66507345,0512-65213474",http://zhaosheng.jssvc.edu.cn/
1182,常熟理工学院,普通本科,理工类,江苏姑苏区,"0512-52251131,0512-52251136",http://zsb.cslg.edu.cn/
1184,西安翻译学院,普通本科,语言类,陕西,"029-85898538,029-85891104",http://zs.xafy.edu.cn/
1185,西京学院,普通本科,理工类,陕西长安区,"029-85628068,029-85628909,029-85628035",https://zhaosh.xijing.edu.cn/
1186,厦门华天涉外职业技术学院,专科（高职）,综合类,福建湖里区,"0592-7767777,0592-3873988",http://www.xmht.com/list.asp?class=98#
1187,鹤壁职业技术学院,专科（高职）,理工类,河南,"0392-3352516,0392-3338711",http://zs.hbzy.edu.cn/
1188,湖南涉外经济学院,普通本科,综合类,湖南,0731-88100988,http://zs.hieu.edu.cn
1189,宁波工程学院,普通本科,理工类,浙江奉化区,"0574-87616666,0574-87616616",https://zs.nbut.edu.cn/
1190,南京财经大学红山学院,普通本科,综合类,江苏,"025-83495939,025-87762151,025-83495804",http://hs.nufe.edu.cn/zsxx/
1191,无锡科技职业学院,专科（高职）,理工类,江苏,"0510-85345168,0510-85343250",http://zsb.wxstc.cn/
1192,建东职业技术学院,专科（高职）,理工类,江苏,0519-85132710,http://zb.czjdu.com/
1193,徐州工业职业技术学院,专科（高职）,理工类,江苏,"0516-85782003,0516-85782059,0516-85782000",http://zsb.xzcit.cn/
1195,天津生物工程职业技术学院,专科（高职）,医药类,天津河北区,"022-60123811,022-26688925,022-26652463",http://www.tjbio.cn/channels/2700.html
1196,安徽中医药大学,普通本科,医药类,安徽,0551-68129059,http://bkzs.ahtcm.edu.cn/
1198,长沙商贸旅游职业技术学院,专科（高职）,财经类,湖南,"0731-89768565,0731-89768566,0731-89768687",http://jyzs.hncpu.com:8080/
1199,金山职业技术学院,专科（高职）,理工类,江苏扬中市,"0511-88020127,0511-88020126,0511-88020200",
1200,渤海石油职业学院,专科（高职）,理工类,河北,"0317-2765424,0317-2764046",
1201,山西药科职业学院,专科（高职）,医药类,山西,"0351-7820555,0351-7820666",http://www.sxphc.cn/sxykzsw/
1203,信阳农林学院,普通本科,农林类,河南平桥区,"0376-6687698,0376-6698022,0376-6698021",http://www.xyafu.edu.cn/zsxxw/
1204,山东警察学院,普通本科,政法类,山东,"0531-68622756,0531-68622799",http://zsjy.sdpc.edu.cn
1210,滨州学院,普通本科,综合类,山东,"0543-3190200,0543-3190201,0543-3190067",https://zsjy.bzu.edu.cn/
1211,武警后勤学院,普通本科,军事类,天津东丽区,022-60578218,
1212,辽宁警察学院,普通本科,政法类,辽宁,0411-86729777,http://zsjy.lnpc.cn/
1213,武警工程大学,普通本科,军事类,陕西新城区,029-84562222,
1214,集美大学诚毅学院,普通本科,综合类,福建,"0592-6182895,0592-6183328",http://cyzsb.jmu.edu.cn/
1215,上海师范大学天华学院,普通本科,综合类,上海嘉定区,"021-39966101,021-39966020",http://zsxx.sthu.edu.cn/
1216,宁波诺丁汉大学,普通本科,综合类,浙江,"0574-88222460,0574-88180004",https://www.nottingham.edu.cn/cn/Study-with-us/home.aspx
1217,北京大学医学部,985 211,医药类,北京海淀区,"010-82802223,82802191",http://jiaoyuchu.bjmu.edu.cn/zsjy/zsgz/index.htm
1218,东北大学秦皇岛分校,985 211,理工类,河北海港区,0335-8051798,http://zs.neuq.edu.cn
1219,山东大学（威海）,985 211,综合类,山东环翠区,"0631-5688282,5688902",https://bkzsw.wh.sdu.edu.cn/
1220,香港中文大学,普通本科,综合类,香港沙田区,00852-26098946,
1221,香港城市大学,普通本科,综合类,香港深水埗区,0852-27889368,http://www.cityu.edu.hk/cityu/index-sc.htm
1222,中国人民解放军战略支援部队信息工程大学,普通本科,军事类,河南,0371-81630228,
1223,解放军国际关系学院,普通本科,军事类,江苏雨花台区,,
1224,中国人民解放军西安通信学院,普通本科,军事类,陕西长安区,,
1226,中国人民解放军陆军勤务学院,普通本科,军事类,重庆,023-68756243,
1227,陆军军医大学,普通本科,军事类,重庆沙坪坝区,023-68753586,http://zhaosheng.tmmu.edu.cn/
1229,中国人民解放军陆军装甲兵学院,普通本科,军事类,北京,010-66717531,
1230,中国人民解放军空军工程大学,普通本科,军事类,陕西,029-84786226,
1231,火箭军工程大学,普通本科,军事类,陕西灞桥区,029-84744019,http://www.epgc.net
1232,重庆人文科技学院,普通本科,综合类,重庆合川区,"023-42465352,023-42464905,023-42467800",http://zsw.cqrk.edu.cn/
1233,香港科技大学,普通本科,理工类,香港西贡区,0852-23588384,https://join.usthk.cn/cn/
1234,香港大学,普通本科,综合类,香港东区,18721713647,
1236,贵州工程应用技术学院,普通本科,师范类,贵州,0857-8331317,http://www.gues.edu.cn/zsjy/zsfw.htm
1238,济宁医学院,普通本科,医药类,山东,0537-3616888,http://zhaosheng.jnmc.edu.cn/
1239,常州工业职业技术学院,专科（高职）,理工类,江苏天宁区,"0519-86335008,0519-86335009",https://zsjy.czie.edu.cn/
1241,宁夏师范学院,普通本科,师范类,宁夏,"0954-2079366,0954-2079368",http://zsjyc.nxtu.cn/
1242,呼伦贝尔学院,普通本科,综合类,内蒙古,"0470-3103126,0470-3103125",http://zsjy.hlbrc.cn/
1243,长沙医学院,普通本科,医药类,湖南望城区,0731-82858888,http://www.csmu.edu.cn/?m=text&amp;a=index&amp;classify_id=238
1244,辽宁对外经贸学院,普通本科,财经类,辽宁旅顺口区,"0411-86209933,0411-86208758,0411-86208881",http://zsjy.luibe.edu.cn/
1245,青岛滨海学院,普通本科,综合类,山东,"0532-86728687,0532-83150103,0532-83150104",http://zsb.qdbhu.edu.cn/
1246,枣庄学院,普通本科,综合类,山东,"0632-3786721,0632-3786037",http://zsb.uzz.edu.cn
1247,滁州学院,普通本科,综合类,安徽,"0550-3518833,0550-3510048",http://zsw.chzu.edu.cn
1249,海南热带海洋学院,普通本科,综合类,海南,"0898-88659861,0898-88651896,0898-88651897",http://zs.hntou.edu.cn/
1250,龙岩学院,普通本科,其他,福建,"0597-2793756,0597-2793756",http://zsw.lyun.edu.cn
1251,梧州学院,普通本科,综合类,广西,"0774-5841064,0774-5833920",http://www.gxuwz.edu.cn/zsjy/
1252,百色学院,普通本科,综合类,广西,"0776-2848059,0776-2848088",http://zs.bsuc.edu.cn/
1253,中国人民解放军陆军军事交通学院,普通本科,军事类,天津,022-84656318,
1255,丽水学院,普通本科,师范类,浙江,"0578-2271179,0578-2276113",http://zsw.lsu.edu.cn
1256,北部湾大学,普通本科,综合类,广西钦南区,"0777-2804088,0777-2804188",http://zsw.bbgu.edu.cn/
1257,长治学院,普通本科,综合类,山西,"0355-2179651,0355-2178012",http://jwc.czc.edu.cn/zsxx.htm#tips
1258,河北科技师范学院,普通本科,师范类,河北,"0335-8076333,0335-8053966",http://zhaosheng.hevttc.edu.cn/
1259,贺州学院,普通本科,综合类,广西,"0774-5201598,0774-5201698,0774-5228686",http://zsb.hzxy.edu.cn/
1261,三明学院,普通本科,综合类,福建三元区,"0598-8399860,0598-8397933",http://zjc.fjsmu.edu.cn/main.htm
1262,商洛学院,普通本科,师范类,陕西,"0914-2329405,0914-2329969",http://zsw.slxy.cn
1263,安康学院,普通本科,综合类,陕西汉滨区,0915-3261011,http://zsb.aku.edu.cn
1264,菏泽学院,普通本科,综合类,山东牡丹区,"0530-5668117,0530-5525742",http://zsjy.hezeu.edu.cn/
1265,西安医学院,普通本科,医药类,陕西未央区,"029-86177408,029-86131270",http://zs.xiyi.edu.cn/
1266,铜仁学院,普通本科,综合类,贵州,0856-5232273,http://www.gztrc.edu.cn/s.php/zsc/
1267,安顺学院,普通本科,综合类,贵州,0851-33245016,http://zsgzw.asu.edu.cn
1268,凯里学院,普通本科,师范类,贵州,"0855-8553376,0855-8510505",http://adweb.kluniv.edu.cn/
1269,兰州城市学院,普通本科,综合类,甘肃,0931-7601082,http://zhaosheng.lzcu.edu.cn/
1270,香港演艺学院,普通本科,艺术类,香港湾仔区,852-25848500,
1272,澳门理工学院,普通本科,理工类,澳门大堂区,"0853-85996111,0853-85996103,0853-85996149",http://www.ipm.edu.mo/zh/index.php
1274,长春科技学院,普通本科,综合类,吉林,0431-84266666,http://www.cstu.edu.cn
1275,北京师范大学-香港浸会大学联合国际学院,普通本科,综合类,广东香洲区,"0756-3620011,0756-3620022,0756-3620033,0756-3620044",https://admission.uic.edu.cn/
1276,吉林师范大学博达学院,普通本科,师范类,吉林,"0434-6090999,0434-6091999,0434-6090997",https://zsb.bdxy.com.cn/
1277,昆明医科大学海源学院,普通本科,医药类,云南,"0871-8317580,0871-67985999",http://zs.kyhyxy.com/kyhyxyzs/webb
1278,四川文化产业职业学院,专科（高职）,综合类,四川,"028-64551517,028-85766716",http://zsw.svcci.cn/
1279,山东政法学院,普通本科,政法类,山东,"0531-88599888,0531-88599958,0531-88599859",http://zs.sdupsl.edu.cn/
1280,云南师范大学商学院,普通本科,综合类,云南,"0871-68301010,0871-68301022",http://zs.ynnubs.com/
1281,武汉体育学院体育科技学院,普通本科,体育类,湖北江夏区,027-81300007,http://kjxy.whsu.edu.cn/zsjy.htm
1284,西安海棠职业学院,专科（高职）,理工类,陕西灞桥区,029-82602000,http://zs.xahtxy.cn/
1285,广州新华学院,普通本科,综合类,广东天河区,"0769-82676855,0769-82676877",http://zsb.xhsysu.edu.cn
1287,香港理工大学,普通本科,理工类,香港深水埗区,0852-23338455,http://www.polyu.edu.hk
1288,大连工业大学艺术与信息工程学院,普通本科,综合类,辽宁,"0411-89178287,0411-39261515,0411-89178282",http://www.caie.edu.cn/list_html_538.shtml
1289,广州城建职业学院,专科（高职）,理工类,广东从化区,"020-87975777,020-87975666",http://zs.gzccc.edu.cn
1291,吉林艺术学院,普通本科,艺术类,吉林,0431-85641085,http://zsb.jlart.edu.cn
1297,广州应用科技学院,普通本科,综合类,广东增城区,"020-82856989,020-82856988",https://www.sontan.edu.cn/zs/
1298,北京理工大学珠海学院,普通本科,综合类,广东,0756-3622966,http://admission.bitzh.edu.cn/
1301,平顶山工业职业技术学院,专科（高职）,理工类,河南,"0375-2066462,0375-7023572",http://zs.pzxy.edu.cn/
1304,上海外国语大学贤达经济人文学院,普通本科,财经类,上海崇明区,"021-51278024,021-51278025",http://zhaoban.xdsisu.edu.cn/
1305,大连理工大学城市学院,普通本科,理工类,辽宁金州区,"0411-82177088,0411-62770156,0411-62770155",https://cityzs.dlut.edu.cn/
1307,黄河交通学院,普通本科,理工类,河南,"0391-7666711,0391-7666722,0391-7666733",http://zs.zjtu.edu.cn/
1308,广州软件学院,普通本科,理工类,广东从化区,"020-87818781,020-87818808",http://zs.sise.edu.cn
1309,中国人民解放军陆军防化学院,普通本科,军事类,北京,"010-69760533,66761229",
1310,解放军陆军航空兵学院,普通本科,军事类,北京通州区,,
1311,中国人民解放军战略支援部队航天工程大学,普通本科,军事类,北京,010-66364089,
1312,中国人民解放军陆军工程大学,普通本科,军事类,江苏秦淮区,"025-84483366,84867716,84864675",
1314,长春电子科技学院,普通本科,理工类,吉林朝阳区,"0431-81901666,0431-81902999",http://dep.csoei.com/html/zs/
1316,武汉纺织大学外经贸学院,普通本科,综合类,湖北,"027-59816709,027-59816710",http://zjc.whcibe.com/
1318,解放军军械工程学院,普通本科,军事类,河北长安区,0311-87992225,
1321,中国人民解放军海军航空大学,普通本科,军事类,山东,"0535-6635886,0535-6635887,0535-6635888",
1323,河南工程学院,普通本科,理工类,河南,"0371-67718762,0371-62508666",http://hauezs.university-hr.com
1324,河南开封科技传媒学院,普通本科,综合类,河南龙亭区,"0371-23880086,0371-23885656,0371-23881010",http://zs.humc.edu.cn/
1327,天津海运职业学院,专科（高职）,综合类,天津津南区,"022-28779722,022-28779900,022-28779901",http://zhaosheng.tjmc.edu.cn/
1328,黑龙江外国语学院,普通本科,语言类,黑龙江,"0451-88121000,0451-88121111",http://zs.hiu.net.cn/
1329,三亚学院,普通本科,综合类,海南海棠区,"0898-88386666,0898-88387777",http://zhaosheng.sanyau.edu.cn/
1330,江苏食品药品职业技术学院,专科（高职）,理工类,江苏,"400-799-9556,13505231351",http://zs.jsfpc.edu.cn/
1331,兰州财经大学长青学院,普通本科,财经类,甘肃,0931-8698906,http://changqing.lzufe.edu.cn/zsb/
1332,辽宁商贸职业学院,专科（高职）,财经类,辽宁,"024-88496619,024-88496668",
1333,新疆农业职业技术学院,专科（高职）,农林类,新疆,"0994-2334961,0994-6594177,0994-2362220",http://www.xjnzy.edu.cn/zsb/
1334,郑州旅游职业学院,专科（高职）,综合类,河南,"0371-61130065,0371-61130064,15617801001,0371-61130063,0371-61130062",http://www.zztrc.edu.cn/zsxx/
1335,新疆轻工职业技术学院,专科（高职）,理工类,新疆,"0991-6850027,0991-6850034,0991-6860800",https://www.xjqg.edu.cn/xjqg/xjqg1/dj_index.php?sid=97&amp;ssid=23&amp;pid=1
1336,日照职业技术学院,专科（高职）,综合类,山东东港区,"0633-7987111,0633-7987115",http://gotorzu.rzpt.cn/
1340,山西老区职业技术学院,专科（高职）,综合类,山西,"0351-6655188,0351-6655967,0351-6655005",http://zsjy.sxlqzy.cn/
1341,浙江商业职业技术学院,专科（高职）,财经类,浙江,"0571-58108888,0571-58108080",http://www.zjbc.edu.cn/zs/
1343,西交利物浦大学,普通本科,综合类,江苏,0512-88161888,http://www.xjtlu.edu.cn
1345,湖州职业技术学院,专科（高职）,综合类,浙江,"0572-2363678,0572-2363667",http://zs.hzvtc.net.cn/
